1st,2nd,3rd,4th,5th,Placement_activity,Gender,college_code,Fields_of_Study,scholarship
5.94,3.87,4.2,8.94,7.72,D,M,165,Engineering,0.0
6.52,3.34,8.13,4.7,5.69,C,F,116,Engineering,0.0
3.68,4.89,4.66,5.06,8.46,E,Female,241,Engineering,978.09
7.23,6.06,5.36,3.56,5.71,E,F,116,Environmental Science and Health,14608.76
4.17,7.23,4.88,6.1,8.0,D,M,115,Engineering,0.0
5.42,5.7,5.74,8.62,4.47,B,M,115,Public Relations and Administration,7143.27
2.92,8.0,5.0,7.16,5.26,E,M,115,Engineering,0.0
5.08,3.53,5.93,3.89,4.22,E,Male,115,Engineering,0.0
4.21,3.59,6.17,5.3,7.63,E,Male,116,Engineering,12532.93
3.06,4.96,6.23,4.06,4.2,E,M,115,Art,8455.07
6.01,4.78,3.53,4.07,4.26,D,Female,241,Environmental Science and Health,6657.86
8.4,8.07,6.72,6.8,7.43,C,Male,241,Aeronautics and Aviation Science,0.0
3.98,5.79,7.8,8.23,7.02,E,M,115,Engineering,0.0
7.46,7.17,5.19,4.49,4.37,D,Male,165,Environmental Science and Health,0.0
5.18,3.81,5.4,5.35,4.06,B,M,241,Economics,7864.67
6.82,7.69,7.41,6.47,4.34,B,F,115,Economics,5632.19
5.86,7.76,6.02,7.49,7.18,C,F,241,Engineering,0.0
8.7,4.17,7.27,8.55,7.86,B,Male,165,Engineering,0.0
8.2,8.01,4.08,4.08,7.6,D,Female,116,Engineering,13362.9
4.53,5.97,4.47,8.18,4.78,D,Female,116,Public Relations and Administration,11066.28
5.65,8.01,5.47,7.21,9.34,C,M,165,Engineering,0.0
6.81,7.3,8.59,5.67,7.4,E,F,116,Public Relations and Administration,0.0
6.29,7.7,7.42,9.0,6.06,C,M,115,Art,0.0
6.73,6.64,5.7,3.66,6.64,D,Male,115,Art,1091.47
8.98,7.16,5.86,5.04,8.81,A,F,115,Economics,0.0
7.47,6.48,5.51,4.19,6.58,C,Male,165,Economics,6910.33
7.19,4.91,4.89,7.65,7.68,C,Male,116,Economics,0.0
3.9,6.18,4.16,8.24,6.08,E,F,115,Aeronautics and Aviation Science,376.05
5.97,4.36,8.17,8.9,4.19,B,F,241,Engineering,0.0
5.04,6.02,7.77,8.33,6.27,A,M,241,Public Relations and Administration,12332.48
5.31,5.07,8.58,4.4,4.95,C,M,165,Environmental Science and Health,14497.19
4.59,5.63,3.77,6.89,9.48,D,Male,241,Engineering,0.0
4.83,5.95,7.86,8.98,8.02,B,M,165,Engineering,0.0
2.9,7.79,3.58,6.14,7.09,C,Female,241,Engineering,0.0
3.29,8.23,5.39,5.5,8.69,D,Female,116,Public Relations and Administration,11455.51
8.03,5.78,6.4,7.32,7.68,D,F,165,Engineering,0.0
4.94,8.08,7.3,8.51,4.65,A,Male,241,Public Relations and Administration,0.0
4.1,5.74,7.31,4.89,8.31,B,Male,165,Engineering,0.0
3.76,5.31,3.69,7.25,9.41,E,Male,241,Art,0.0
4.77,5.1,4.87,8.63,6.87,B,M,165,Economics,2914.68
7.78,7.57,6.22,8.54,8.82,C,Male,241,Aeronautics and Aviation Science,0.0
8.34,4.91,4.64,7.15,6.83,B,Male,115,Engineering,0.0
3.85,5.53,5.81,7.96,8.23,C,Female,241,Aeronautics and Aviation Science,12849.1
5.14,4.77,4.29,8.03,4.21,C,Male,115,Economics,0.0
4.94,4.54,4.6,6.21,6.02,E,Female,116,Economics,212.02
3.64,7.95,4.66,5.07,6.57,C,Female,116,Engineering,0.0
4.87,7.16,5.04,6.36,4.83,C,Female,165,Public Relations and Administration,6805.12
5.97,7.72,7.35,7.11,5.42,B,Female,115,Environmental Science and Health,0.0
6.45,7.95,6.89,3.73,7.84,E,M,241,Engineering,0.0
4.39,3.41,6.37,6.6,5.16,E,Female,241,Environmental Science and Health,0.0
7.16,7.15,4.0,6.54,7.19,C,M,241,Art,14745.04
5.76,5.49,4.99,4.75,8.4,A,Male,116,Engineering,7183.21
8.51,6.65,6.31,7.72,8.02,D,Male,165,Engineering,14391.17
5.0,5.47,3.53,3.83,6.32,C,Female,116,Environmental Science and Health,0.0
4.35,7.54,4.8,7.51,6.2,D,M,241,Public Relations and Administration,0.0
7.31,6.61,5.97,6.78,8.26,D,Female,165,Environmental Science and Health,0.0
7.79,4.02,4.32,4.54,9.44,D,F,165,Environmental Science and Health,0.0
5.09,4.99,4.89,6.7,6.38,E,Male,165,Public Relations and Administration,0.0
7.68,3.25,5.74,6.8,9.19,C,M,115,Engineering,7684.0
7.73,7.99,8.0,4.18,8.84,D,Male,116,Aeronautics and Aviation Science,3089.53
3.35,5.17,6.49,7.36,5.21,C,Male,241,Public Relations and Administration,0.0
5.42,5.36,6.23,7.78,5.13,B,F,165,Engineering,11259.33
7.91,3.32,8.13,4.57,4.78,A,M,115,Art,0.0
6.44,3.62,3.83,6.86,8.59,E,F,115,Economics,0.0
3.35,5.27,8.31,3.92,9.36,C,Female,165,Public Relations and Administration,14124.14
3.86,5.36,6.42,5.36,6.8,B,Female,115,Engineering,0.0
3.74,6.92,4.67,6.9,6.36,D,M,241,Public Relations and Administration,0.0
8.82,5.55,7.4,8.17,8.95,D,M,165,Aeronautics and Aviation Science,0.0
5.76,6.91,3.72,6.9,4.6,C,F,241,Aeronautics and Aviation Science,0.0
6.28,4.4,4.86,6.85,7.17,C,Male,165,Aeronautics and Aviation Science,0.0
3.76,3.88,6.83,4.11,7.09,B,Male,115,Environmental Science and Health,0.0
3.19,5.66,7.17,8.15,9.18,B,Female,165,Engineering,0.0
4.04,5.54,4.3,5.72,4.27,D,F,115,Environmental Science and Health,13087.54
4.45,3.52,6.09,6.2,4.32,C,Female,115,Public Relations and Administration,0.0
3.99,7.5,8.4,4.52,6.55,B,Male,165,Public Relations and Administration,0.0
5.54,5.59,8.56,5.44,9.25,C,Male,165,Public Relations and Administration,11702.73
4.16,7.58,8.23,5.37,5.34,D,Male,116,Environmental Science and Health,0.0
8.79,4.74,8.61,7.89,4.03,E,M,165,Public Relations and Administration,0.0
6.43,6.54,4.77,4.46,6.54,C,M,115,Public Relations and Administration,2946.33
3.83,5.88,4.54,3.68,4.7,D,F,165,Engineering,5677.19
3.36,5.09,3.71,7.48,8.56,C,Female,116,Engineering,0.0
6.23,7.61,3.82,8.64,8.46,C,Male,116,Engineering,7688.14
5.01,6.74,6.53,6.92,4.14,C,Male,115,Economics,6861.38
6.79,7.47,7.4,8.35,4.52,E,F,241,Engineering,0.0
7.96,7.0,8.19,5.53,7.55,B,Male,115,Public Relations and Administration,8178.16
3.21,4.1,6.94,6.02,5.52,E,M,115,Aeronautics and Aviation Science,0.0
4.99,7.23,8.05,4.78,9.48,C,Female,116,Aeronautics and Aviation Science,0.0
5.97,6.65,6.24,4.8,6.73,E,Female,241,Engineering,0.0
3.61,5.92,4.13,8.8,4.42,D,F,115,Engineering,0.0
3.06,6.16,4.29,4.0,8.38,C,M,116,Engineering,12341.83
7.13,4.52,3.81,5.05,4.73,E,Female,241,Environmental Science and Health,0.0
6.86,6.33,6.33,4.94,8.28,C,Male,115,Environmental Science and Health,0.0
3.47,3.25,8.24,7.94,9.27,C,Male,115,Public Relations and Administration,9563.69
3.6,6.64,7.33,3.86,9.13,D,M,116,Engineering,10989.93
6.13,6.42,4.86,7.03,5.29,D,Female,115,Public Relations and Administration,0.0
8.68,6.31,4.89,7.63,4.64,E,Female,115,Aeronautics and Aviation Science,0.0
5.09,6.46,6.17,4.55,6.99,D,Male,165,Aeronautics and Aviation Science,0.0
3.43,5.96,3.86,5.46,7.0,C,F,165,Economics,0.0
8.95,4.34,7.91,5.7,8.61,E,M,241,Engineering,0.0
8.21,7.34,4.11,5.24,6.75,C,Male,116,Engineering,5332.18
7.4,7.26,4.56,4.7,7.8,E,Male,165,Economics,0.0
7.87,5.39,4.85,7.42,8.1,E,Male,115,Economics,0.0
6.78,5.5,4.58,3.62,7.97,D,F,241,Art,8798.93
7.48,7.56,5.0,6.34,7.76,C,F,241,Public Relations and Administration,1147.96
5.83,4.86,6.18,3.61,4.67,C,M,115,Economics,0.0
8.75,7.81,4.73,6.94,4.4,D,Female,115,Aeronautics and Aviation Science,4325.75
7.54,7.86,4.05,5.11,7.49,C,Female,116,Environmental Science and Health,11325.68
6.6,7.73,4.96,6.75,6.01,D,F,116,Environmental Science and Health,0.0
6.66,4.4,6.52,5.48,8.18,B,F,165,Public Relations and Administration,0.0
3.06,6.35,6.44,6.42,4.6,C,Male,116,Environmental Science and Health,0.0
4.63,6.39,5.92,7.3,5.02,C,Female,115,Environmental Science and Health,6472.87
7.85,4.01,8.64,3.77,7.24,C,Male,115,Public Relations and Administration,0.0
8.31,7.79,5.77,4.75,5.68,D,Female,165,Environmental Science and Health,0.0
2.96,7.2,4.84,5.17,5.45,C,Female,115,Public Relations and Administration,0.0
8.06,4.6,3.94,5.6,8.28,D,Male,116,Aeronautics and Aviation Science,3897.01
4.67,5.76,7.1,8.98,6.62,D,Female,241,Economics,0.0
4.1,3.51,5.1,6.18,9.04,D,Female,241,Public Relations and Administration,0.0
6.81,4.02,8.41,3.51,6.07,B,F,165,Public Relations and Administration,0.0
8.22,4.49,6.72,3.6,4.02,C,Female,241,Aeronautics and Aviation Science,0.0
5.84,4.87,4.7,6.73,5.84,C,M,116,Public Relations and Administration,0.0
6.84,6.85,6.98,8.49,7.4,D,M,241,Engineering,0.0
8.75,7.63,5.89,7.8,4.81,C,F,241,Engineering,4191.26
6.13,5.48,6.39,7.3,6.78,D,F,115,Environmental Science and Health,0.0
3.24,6.24,6.48,5.18,5.12,C,F,165,Economics,12726.64
7.77,4.38,4.34,4.57,8.42,C,Male,115,Aeronautics and Aviation Science,0.0
8.16,6.91,6.65,4.36,6.1,D,Male,241,Art,0.0
7.34,6.65,4.61,7.48,5.28,D,F,241,Environmental Science and Health,2733.48
5.92,6.1,5.08,3.97,6.64,E,Male,116,Engineering,0.0
6.67,4.85,7.17,4.25,6.31,C,F,115,Engineering,0.0
7.31,5.96,4.09,4.89,9.32,D,F,115,Aeronautics and Aviation Science,4058.78
3.17,5.12,5.86,7.16,5.23,E,F,165,Environmental Science and Health,0.0
5.95,6.18,5.05,8.07,8.75,C,F,115,Engineering,0.0
3.95,6.64,8.45,3.74,6.51,B,Male,115,Economics,0.0
7.55,6.09,6.55,3.99,8.04,C,Male,241,Economics,0.0
5.07,4.24,5.74,8.69,7.28,D,M,165,Engineering,0.0
6.28,4.04,8.18,6.85,4.3,E,Female,165,Engineering,0.0
3.14,8.14,7.48,8.6,9.69,B,Female,115,Economics,0.0
3.23,4.57,8.34,6.43,8.52,C,M,116,Public Relations and Administration,15215.53
7.79,6.08,3.52,5.39,4.39,B,Female,116,Environmental Science and Health,0.0
8.5,5.15,5.44,7.49,7.1,E,M,165,Economics,0.0
5.8,7.78,8.22,4.22,4.7,D,M,241,Public Relations and Administration,11531.98
8.48,4.54,8.5,8.16,6.93,D,F,116,Environmental Science and Health,0.0
4.29,7.33,4.24,6.97,4.37,A,Female,165,Aeronautics and Aviation Science,3394.05
2.91,4.59,6.85,7.95,5.24,D,F,241,Engineering,12797.53
5.23,6.06,8.5,4.93,5.73,A,F,241,Public Relations and Administration,0.0
4.68,4.82,8.26,5.1,4.15,C,M,116,Aeronautics and Aviation Science,0.0
3.5,6.95,7.22,6.98,6.02,C,M,115,Engineering,8113.86
5.92,7.22,6.41,5.75,8.02,C,M,116,Engineering,5000.37
3.71,6.33,8.34,4.52,8.23,C,Female,241,Environmental Science and Health,0.0
5.38,3.28,5.73,7.77,4.86,A,Female,165,Engineering,9737.91
3.68,7.86,5.39,7.58,5.66,C,Male,116,Public Relations and Administration,0.0
3.07,3.85,7.72,3.7,5.97,D,M,241,Aeronautics and Aviation Science,3703.25
3.54,6.43,3.98,7.56,4.3,B,Male,116,Environmental Science and Health,10132.88
4.9,4.47,6.87,6.16,8.67,A,F,115,Environmental Science and Health,0.0
7.41,7.87,4.49,3.9,8.74,C,Male,115,Aeronautics and Aviation Science,1348.63
4.65,4.81,4.7,4.28,6.02,C,Male,241,Art,2365.15
4.58,5.0,4.69,7.33,8.45,C,M,115,Engineering,0.0
4.05,8.24,7.0,5.78,4.93,D,M,116,Aeronautics and Aviation Science,0.0
4.39,5.96,6.33,8.23,8.1,A,Female,241,Art,0.0
5.83,4.81,5.48,7.37,7.12,C,M,165,Public Relations and Administration,4053.32
5.92,8.1,7.75,4.84,7.59,D,Female,115,Engineering,0.0
6.78,4.17,5.09,4.31,7.25,D,F,116,Engineering,0.0
7.56,4.34,6.02,4.3,7.42,B,Female,165,Public Relations and Administration,0.0
6.73,6.08,6.6,8.13,4.94,D,M,165,Environmental Science and Health,4258.83
6.16,3.27,3.79,7.56,7.51,E,Male,165,Public Relations and Administration,0.0
4.0,8.09,7.66,7.93,6.11,B,M,115,Environmental Science and Health,0.0
4.88,4.1,5.52,6.13,6.84,A,F,115,Engineering,6485.31
7.63,3.73,5.08,7.65,8.49,C,M,165,Economics,3787.26
7.89,4.12,4.85,8.22,8.0,D,Female,116,Public Relations and Administration,0.0
8.06,7.88,7.72,4.66,4.95,B,Female,165,Environmental Science and Health,3323.93
3.28,4.69,5.28,5.93,8.65,A,Male,115,Engineering,0.0
4.96,6.59,6.68,5.69,6.12,C,Female,241,Engineering,14475.39
7.07,5.79,4.69,5.09,7.18,C,Male,165,Art,0.0
6.4,5.63,8.4,7.91,4.27,E,Male,241,Public Relations and Administration,6607.09
6.52,6.21,3.66,4.54,6.13,D,Male,241,Environmental Science and Health,13047.25
8.55,4.24,7.28,4.89,6.62,D,M,165,Environmental Science and Health,0.0
5.87,7.74,8.68,5.6,4.69,B,Female,116,Environmental Science and Health,0.0
7.3,5.58,4.05,8.46,5.4,C,M,116,Engineering,0.0
6.37,4.34,8.21,6.02,5.2,C,M,116,Art,13618.16
6.04,3.99,7.39,4.52,9.07,B,Male,116,Economics,0.0
2.96,3.4,7.35,7.96,8.25,C,Male,165,Environmental Science and Health,0.0
5.49,3.69,8.3,4.87,9.01,D,F,165,Engineering,0.0
7.48,6.34,6.39,8.22,5.73,D,M,241,Environmental Science and Health,0.0
4.79,6.01,7.45,7.47,8.8,B,Male,116,Economics,0.0
4.26,4.94,5.69,4.72,4.36,B,M,115,Aeronautics and Aviation Science,0.0
6.43,4.96,6.17,8.46,6.66,D,F,241,Economics,0.0
4.48,4.95,7.42,5.85,4.14,E,Female,116,Aeronautics and Aviation Science,0.0
8.27,3.41,5.75,4.14,7.81,A,F,165,Engineering,0.0
4.49,4.28,7.53,4.28,7.57,C,F,116,Art,0.0
7.75,7.82,6.04,4.52,9.41,C,Male,165,Aeronautics and Aviation Science,0.0
4.16,5.02,7.54,8.33,7.12,B,F,115,Aeronautics and Aviation Science,0.0
3.16,7.25,5.48,5.97,6.41,A,Female,241,Engineering,0.0
7.4,4.55,5.35,6.95,6.72,E,F,241,Art,0.0
6.91,7.2,3.53,5.77,5.37,B,F,116,Engineering,0.0
3.7,7.86,6.35,5.87,8.15,B,M,165,Aeronautics and Aviation Science,13947.17
8.95,7.5,5.76,7.03,5.5,A,F,116,Economics,2760.11
3.85,5.58,7.66,4.15,6.57,E,M,241,Environmental Science and Health,1125.51
7.52,5.64,6.49,6.26,6.84,C,Male,241,Environmental Science and Health,0.0
5.69,7.89,6.86,7.76,8.23,B,F,165,Engineering,0.0
3.66,8.05,8.16,8.73,7.3,B,F,165,Aeronautics and Aviation Science,13188.0
4.96,5.35,7.02,5.43,8.9,D,M,241,Engineering,0.0
3.08,8.06,5.83,8.51,8.6,D,F,165,Engineering,0.0
7.18,4.4,3.74,5.88,9.18,E,Male,165,Engineering,11623.49
5.32,6.34,8.18,8.25,4.4,B,Male,165,Environmental Science and Health,0.0
3.24,6.36,4.56,8.28,8.12,C,Male,116,Environmental Science and Health,0.0
6.89,6.08,8.38,8.98,7.95,C,Male,116,Public Relations and Administration,0.0
4.52,7.52,8.5,4.05,8.19,B,Male,241,Environmental Science and Health,8681.54
3.32,5.14,5.12,8.72,7.33,C,Female,165,Economics,0.0
8.98,5.99,5.28,4.5,6.14,A,Male,116,Economics,5479.33
3.87,6.68,5.77,4.77,5.92,C,F,241,Engineering,0.0
7.43,5.9,8.07,8.68,8.24,D,F,165,Economics,0.0
7.48,4.78,6.1,3.77,7.34,B,Male,115,Environmental Science and Health,0.0
6.34,8.18,8.66,8.13,7.63,C,M,241,Public Relations and Administration,0.0
7.55,6.16,4.3,3.55,8.82,A,M,241,Aeronautics and Aviation Science,14570.98
3.64,4.65,6.2,5.75,5.75,D,Male,116,Environmental Science and Health,0.0
5.1,7.51,4.29,7.16,8.94,D,Male,165,Environmental Science and Health,0.0
4.9,3.48,5.96,5.79,6.91,E,Male,116,Environmental Science and Health,12846.84
6.67,6.07,8.59,6.76,7.21,E,Male,165,Aeronautics and Aviation Science,0.0
6.64,6.65,8.21,7.74,6.28,C,M,165,Economics,0.0
6.38,5.37,3.56,5.21,4.37,B,Male,241,Engineering,668.44
6.56,3.71,4.37,6.67,4.03,E,F,165,Engineering,0.0
7.41,4.53,8.53,5.04,6.74,A,F,115,Public Relations and Administration,0.0
6.06,3.58,4.02,5.7,8.98,B,F,115,Environmental Science and Health,773.36
8.92,3.44,5.73,4.1,8.29,B,Female,115,Economics,0.0
4.53,4.36,8.65,8.3,6.61,D,Male,165,Public Relations and Administration,0.0
8.05,5.54,5.69,4.19,7.29,C,F,165,Engineering,0.0
3.36,4.65,7.91,5.76,4.24,D,Male,115,Art,0.0
4.3,4.92,4.78,5.89,5.95,C,F,115,Economics,7091.92
5.72,4.81,6.14,7.19,6.36,E,M,116,Environmental Science and Health,0.0
4.91,7.16,7.9,5.56,6.95,D,Male,115,Public Relations and Administration,10247.34
5.96,3.9,6.25,3.54,5.59,B,Female,241,Environmental Science and Health,3768.2
3.94,5.88,3.54,7.76,9.69,A,M,165,Environmental Science and Health,0.0
6.35,4.19,8.24,8.83,4.07,D,F,241,Environmental Science and Health,6280.26
6.77,6.31,8.56,7.51,8.76,D,F,115,Environmental Science and Health,0.0
3.17,6.58,6.15,8.19,9.0,A,M,115,Economics,0.0
6.33,5.33,3.86,8.66,5.91,B,Male,165,Art,0.0
8.93,8.11,4.88,6.29,8.83,C,Male,116,Engineering,7859.69
7.56,3.67,3.94,6.29,6.66,A,Male,116,Environmental Science and Health,0.0
8.42,8.03,8.23,8.6,4.86,D,M,116,Art,0.0
7.52,3.64,8.13,6.12,4.45,D,F,241,Aeronautics and Aviation Science,0.0
3.28,3.55,4.21,7.84,7.15,A,Male,115,Economics,0.0
6.58,4.01,6.36,4.52,8.8,D,Female,165,Environmental Science and Health,11267.41
7.89,4.51,3.83,3.89,4.96,E,Male,165,Engineering,0.0
7.4,5.63,8.21,5.45,4.78,B,F,116,Environmental Science and Health,2563.1
7.49,6.68,6.39,3.56,5.28,C,M,116,Engineering,0.0
2.94,8.18,3.82,8.26,8.13,E,F,165,Environmental Science and Health,0.0
7.67,4.86,8.22,6.77,6.97,C,F,115,Art,0.0
7.93,5.75,7.11,7.51,6.02,B,M,165,Art,1381.88
7.12,4.16,3.54,5.45,7.97,B,M,241,Economics,8206.74
3.29,6.85,7.77,4.07,4.39,B,Female,115,Art,9640.8
7.38,5.45,4.99,4.88,8.9,D,Male,165,Economics,0.0
8.0,6.68,6.3,8.63,7.62,D,Male,115,Environmental Science and Health,0.0
3.83,8.16,4.65,5.11,4.82,D,F,165,Engineering,0.0
3.55,7.67,4.5,4.12,7.25,A,Male,241,Economics,12680.7
4.6,6.93,7.69,3.84,7.4,C,Female,116,Engineering,0.0
7.87,4.55,7.63,5.35,8.52,B,M,115,Public Relations and Administration,6537.83
4.6,4.34,8.47,8.21,5.96,B,F,241,Art,0.0
7.43,7.25,7.16,8.24,5.26,B,F,241,Environmental Science and Health,3891.98
4.82,7.07,8.28,8.84,5.89,C,Female,241,Economics,0.0
6.75,7.68,6.44,4.72,7.97,B,M,241,Environmental Science and Health,0.0
8.05,5.17,7.17,8.18,4.36,C,M,165,Engineering,3775.24
6.39,6.38,8.02,8.89,5.48,B,M,115,Environmental Science and Health,0.0
3.75,6.11,5.59,5.26,4.28,B,Female,116,Art,12061.72
2.94,5.27,8.32,4.33,5.27,B,F,116,Environmental Science and Health,0.0
8.73,6.31,5.13,8.71,6.63,B,Male,241,Public Relations and Administration,0.0
8.07,8.18,8.08,4.87,8.04,E,Male,115,Environmental Science and Health,0.0
6.61,7.35,4.1,8.04,9.52,A,Female,116,Public Relations and Administration,0.0
8.69,7.54,4.88,8.87,6.16,D,F,116,Engineering,4910.93
6.93,6.39,5.68,5.44,7.68,E,Female,241,Environmental Science and Health,0.0
6.49,4.13,8.46,4.21,4.09,D,Female,165,Economics,0.0
3.45,5.9,7.01,8.9,7.78,B,F,165,Environmental Science and Health,0.0
8.7,6.33,7.1,6.24,5.01,E,Female,165,Environmental Science and Health,0.0
7.15,8.19,6.67,4.19,5.3,B,M,115,Art,0.0
6.56,7.45,5.81,5.63,4.93,B,F,241,Public Relations and Administration,11689.52
7.67,7.4,7.55,7.57,9.48,A,F,115,Engineering,0.0
3.01,5.24,5.44,4.83,9.16,E,Male,115,Economics,3611.93
4.43,4.3,4.97,3.75,5.92,D,Male,116,Art,5317.52
2.9,3.75,4.51,7.5,9.59,B,Female,165,Environmental Science and Health,0.0
5.46,8.1,5.89,4.8,7.28,E,Female,165,Art,0.0
8.35,5.92,4.34,6.44,7.34,B,M,116,Aeronautics and Aviation Science,0.0
4.68,4.14,8.22,3.95,7.37,C,Female,241,Engineering,0.0
7.94,3.99,3.54,8.73,4.21,D,M,165,Public Relations and Administration,1533.09
6.74,6.84,8.14,4.1,9.13,D,M,241,Environmental Science and Health,0.0
5.09,5.74,7.47,7.22,7.79,B,Female,116,Environmental Science and Health,10897.44
3.56,3.52,5.29,8.42,8.08,C,Female,241,Environmental Science and Health,0.0
8.82,5.07,8.56,7.76,5.4,B,M,115,Engineering,0.0
4.23,6.88,5.41,7.16,9.64,E,F,116,Economics,0.0
7.07,3.31,5.25,3.55,4.73,A,Female,165,Aeronautics and Aviation Science,9626.59
4.89,6.62,6.24,6.3,7.49,D,M,115,Engineering,8842.02
6.57,4.88,4.64,5.2,5.81,C,M,165,Public Relations and Administration,0.0
4.27,5.74,7.84,5.65,8.38,D,Female,116,Economics,3510.95
7.59,4.66,8.57,4.48,4.39,B,Female,241,Public Relations and Administration,0.0
5.26,7.54,7.87,4.1,7.45,D,Female,165,Environmental Science and Health,0.0
5.09,4.11,7.62,8.08,4.95,E,F,115,Environmental Science and Health,0.0
3.8,3.97,7.63,7.06,5.26,C,Female,116,Public Relations and Administration,0.0
8.81,5.03,3.51,6.34,4.26,D,M,116,Environmental Science and Health,3480.94
7.86,7.82,7.1,6.17,8.09,D,M,115,Economics,9512.24
7.83,4.13,3.9,4.18,7.44,D,Male,116,Economics,0.0
8.45,4.71,6.37,7.8,7.3,A,F,115,Environmental Science and Health,0.0
6.06,7.52,3.93,6.84,5.42,D,Female,241,Economics,14744.72
7.66,8.09,3.99,8.67,9.1,C,M,116,Engineering,0.0
7.3,7.18,5.96,4.93,8.23,C,F,116,Engineering,0.0
8.8,8.22,4.44,8.06,5.39,B,F,241,Aeronautics and Aviation Science,6898.66
8.3,6.33,4.08,5.77,6.71,E,F,115,Art,4182.25
8.8,3.46,8.3,4.6,4.09,E,M,165,Environmental Science and Health,0.0
5.46,5.56,6.49,4.31,5.3,A,M,115,Public Relations and Administration,0.0
6.69,7.76,8.1,6.6,5.88,C,Female,116,Aeronautics and Aviation Science,0.0
4.91,3.3,5.82,6.51,7.58,E,Female,116,Aeronautics and Aviation Science,0.0
5.34,4.68,3.8,4.6,5.37,C,M,115,Economics,0.0
8.65,6.65,3.74,5.51,4.26,B,F,115,Aeronautics and Aviation Science,1575.17
5.81,6.66,8.06,5.04,4.28,E,Male,241,Engineering,0.0
7.26,7.63,6.0,3.68,5.28,D,Male,115,Aeronautics and Aviation Science,7406.01
3.89,6.1,6.08,4.37,7.44,C,Male,115,Environmental Science and Health,0.0
3.12,7.13,8.62,7.0,6.67,C,Male,241,Public Relations and Administration,0.0
3.76,5.65,4.86,6.4,5.86,B,F,115,Aeronautics and Aviation Science,0.0
7.71,7.35,5.14,4.56,5.1,D,Male,116,Environmental Science and Health,0.0
8.32,5.53,3.96,7.57,7.62,E,M,115,Engineering,0.0
6.84,3.6,6.44,6.5,6.76,D,Female,116,Art,0.0
7.2,7.49,7.13,6.15,5.5,B,Female,241,Environmental Science and Health,15073.76
7.6,6.19,7.55,8.45,9.39,B,M,165,Engineering,0.0
5.05,5.71,5.83,7.05,4.3,D,M,115,Art,12244.65
3.53,6.35,6.7,6.46,8.43,C,M,116,Art,5682.05
8.7,6.97,7.59,5.99,5.16,E,Female,241,Engineering,9434.26
3.85,3.65,7.94,6.89,8.43,C,Male,115,Art,0.0
6.89,6.2,8.11,7.89,4.58,C,M,165,Environmental Science and Health,0.0
7.42,5.41,4.46,7.82,4.22,C,F,115,Aeronautics and Aviation Science,0.0
3.84,7.92,3.51,5.32,7.62,A,M,115,Engineering,8260.51
4.43,3.35,6.41,4.35,5.6,A,M,115,Environmental Science and Health,10069.12
5.96,4.52,6.51,6.34,8.86,D,F,241,Environmental Science and Health,0.0
8.96,3.94,5.21,3.89,7.42,D,Female,115,Environmental Science and Health,13492.73
6.75,6.65,5.38,8.51,6.16,E,Male,241,Public Relations and Administration,0.0
4.35,4.21,3.91,3.63,7.94,C,M,241,Economics,10445.73
6.18,4.1,4.4,6.93,5.47,B,Female,115,Aeronautics and Aviation Science,4596.21
7.62,3.51,6.43,4.75,4.2,D,F,115,Environmental Science and Health,0.0
7.93,5.94,7.97,7.26,4.53,E,Female,115,Engineering,0.0
7.57,5.43,4.92,4.39,9.26,C,M,165,Environmental Science and Health,10791.93
7.14,5.03,8.15,4.36,5.59,B,Male,115,Economics,0.0
5.14,6.88,3.94,4.7,4.76,C,Female,241,Aeronautics and Aviation Science,0.0
4.74,4.05,8.27,5.81,8.19,D,M,165,Economics,0.0
8.18,4.98,6.49,7.3,9.52,B,M,165,Economics,0.0
8.11,7.18,8.06,7.7,5.19,D,F,116,Economics,0.0
6.46,7.08,8.44,3.59,6.53,C,F,115,Engineering,0.0
4.49,5.41,5.97,7.59,6.56,D,Female,165,Environmental Science and Health,14824.97
4.99,7.6,5.57,3.7,7.06,B,F,241,Engineering,0.0
4.37,3.37,8.62,7.96,4.39,D,F,115,Engineering,0.0
2.93,4.78,4.41,3.6,7.63,D,Female,165,Economics,0.0
4.8,5.15,8.06,6.29,7.68,B,F,165,Art,0.0
6.44,3.44,7.49,7.4,8.79,D,F,241,Art,4178.67
5.15,3.47,5.7,5.62,9.27,C,M,241,Environmental Science and Health,0.0
5.73,3.51,3.89,6.57,9.51,C,Female,165,Art,0.0
7.63,6.14,3.86,5.33,7.53,A,F,116,Public Relations and Administration,0.0
4.7,3.35,4.24,5.06,7.66,B,Female,115,Economics,0.0
5.4,7.44,7.8,7.5,4.95,D,M,241,Public Relations and Administration,0.0
8.78,5.68,6.61,7.71,9.35,C,F,241,Art,0.0
4.23,7.4,6.92,8.73,7.99,C,Male,115,Environmental Science and Health,0.0
8.82,3.46,4.28,5.63,5.81,B,Male,116,Art,0.0
6.07,6.17,8.1,4.43,5.85,B,Female,115,Engineering,0.0
7.14,5.02,5.61,8.91,4.07,D,F,165,Economics,8361.33
5.01,4.01,3.92,4.83,8.08,C,M,241,Engineering,0.0
